expression,reading,meaning,tags,parts_of_speech,group
短所,たんしょ,"defect, weak point; disadvantage",N2,noun,Abstract Concepts
繋がり,つながり,"connection, link, relationship",N2,noun,Abstract Concepts
しょうがない,しょうがない,It is not worth ~,N2,i-adjective,Abstract Concepts
整う,ととのう,"to be prepared, to be in order, to be arranged",N2,verb,Abstract Concepts
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",N2,adverb,Abstract Concepts
寿命,じゅみょう,life span,N2,noun,Everyday Essentials
正面,しょうめん,front,N2,noun,Everyday Essentials
消耗,しょうもう,"exhaustion, consumption",N2,noun,Everyday Essentials
剃る,そる,to shave,N2,verb,Everyday Essentials
シリーズ,シリーズ,series,N2,noun,Everyday Essentials
素人,しろうと,"layman, amateur, novice",N2,noun,Everyday Essentials
しわ (かおの～),しわ (かおの～),"wrinkles, creases",N2,noun,Everyday Essentials
怠る,おこたる,"to neglect, to fail",N2,verb,Everyday Essentials
人命,じんめい,(human) life,N2,noun,Everyday Essentials
推定,すいてい,"presumption, assumption, estimation",N2,noun,Everyday Essentials
鈴,すず,bell,N2,noun,Everyday Essentials
刻む,きざむ,"to mince, to carve, to engrave",N2,verb,Everyday Essentials
ずらり,ずらり,"in a line, in a row",N2,noun,Everyday Essentials
性能,せいのう,"ability, capability",N2,noun,Everyday Essentials
成立,せいりつ,"formation, establishment, completion",N2,noun,Everyday Essentials
崩れる,くずれる,"to collapse, to crumble",N2,verb,Everyday Essentials
セメント,セメント,cement,N2,noun,Everyday Essentials
専制,せんせい,"despotism, autocracy",N2,noun,Everyday Essentials
そういえば,そういえば,which reminds me ..,N2,noun,Everyday Essentials
錆びる,さびる,"to rust, to become rusty",N2,verb,Everyday Essentials
相互,そうご,"mutual, reciprocal",N2,noun,Everyday Essentials
増大,ぞうだい,"increase, growth",N2,noun,Everyday Essentials
送料,そうりょう,"postage, carriage",N2,noun,Everyday Essentials
妨げる,さまたげる,"to disturb, to prevent",N2,verb,Everyday Essentials
速力,そくりょく,speed,N2,noun,Everyday Essentials
素質,そしつ,"talent, capability",N2,noun,Everyday Essentials
それなのに,それなのに,"though, although",N2,noun,Everyday Essentials
しびれる,しびれる,to become numb,N2,verb,Everyday Essentials
だいいち (とりわけ),だいいち (とりわけ),"first, foremost,&nbsp;&nbsp;#1",N2,noun,Everyday Essentials
大小,だいしょう,size,N2,noun,Everyday Essentials
代名詞,だいめいし,pronoun,N2,noun,Everyday Essentials
しぼむ,しぼむ,"to wither, to shrivel",N2,verb,Everyday Essentials
タイア,タイア,"tire, tyre",N2,noun,Everyday Essentials
ダイヤグラム,ダイヤグラム,diagram,N2,noun,Everyday Essentials
ダイヤモンド,ダイヤモンド,diamond,N2,noun,Everyday Essentials
しゃがむ,しゃがむ,to squat,N2,verb,Everyday Essentials
ダイヤル,ダイヤル,dial,N2,noun,Everyday Essentials
溜息,ためいき,a sigh,N2,noun,Everyday Essentials
オートメーション,オートメーション,automation,N2,noun,Everyday Essentials
しゃぶる,しゃぶる,"to suck, to chew",N2,verb,Everyday Essentials
お出掛け,おでかけ,outing,N2,noun,Everyday Essentials
御中,おんちゅう,Messrs.,N2,noun,Everyday Essentials
女の人,おんなのひと,woman,N2,noun,Everyday Essentials
略す,りゃくす,to abbreviate,N2,verb,Everyday Essentials
外部,がいぶ,"the outside, external",N2,noun,Everyday Essentials
書取,かきとり,dictation,N2,noun,Everyday Essentials
垣根,かきね,hedge,N2,noun,Everyday Essentials
扇ぐ,あおぐ,"to fan, to flap",N2,verb,Everyday Essentials
各自,かくじ,"individual, each",N2,noun,Everyday Essentials
拡充,かくじゅう,expansion,N2,noun,Everyday Essentials
角度,かくど,angle,N2,noun,Everyday Essentials
呆れる,あきれる,"to be shocked, to be appalled",N2,verb,Everyday Essentials
格別,かくべつ,exceptional,N2,noun,Everyday Essentials
確率,かくりつ,probability,N2,noun,Everyday Essentials
過失,かしつ,"error, mistake, negligence",N2,noun,Everyday Essentials
当てはめる,あてはめる,"to apply, to adapt",N2,verb,Everyday Essentials
過剰,かじょう,"excess, over-",N2,noun,Everyday Essentials
カセット,カセット,cassette (tape),N2,noun,Everyday Essentials
仮名,かな,kana,N2,noun,Everyday Essentials
余る,あまる,"to be left over, to be in excess",N2,verb,Everyday Essentials
カバー,カバー,"cover (e.g., book)",N2,noun,Everyday Essentials
釜,かま,"iron pot, kettle",N2,noun,Everyday Essentials
紙屑,かみくず,wastepaper,N2,noun,Everyday Essentials
編む,あむ,to knit,N2,verb,Everyday Essentials
神様,かみさま,god,N2,noun,Everyday Essentials
剃刀,かみそり,razor,N2,noun,Everyday Essentials
換気,かんき,ventilation,N2,noun,Everyday Essentials
受け持つ,うけもつ,to take (be in) charge of,N2,verb,Everyday Essentials
鑑賞,かんしょう,appreciation,N2,noun,Everyday Essentials
観測,かんそく,observation,N2,noun,Everyday Essentials
乾杯,かんぱい,Cheers! (a toast),N2,noun,Everyday Essentials
薄める,うすめる,"to dilute, to water down",N2,verb,Everyday Essentials
基地,きち,base,N2,noun,Everyday Essentials
きっかけ,きっかけ,"prompt, trigger, cue",N2,noun,Everyday Essentials
ギャング,ギャング,gang,N2,noun,Everyday Essentials
うなずく,うなずく,to nod,N2,verb,Everyday Essentials
境界,きょうかい,boundary,N2,noun,Everyday Essentials
行列,ぎょうれつ,"line, procession; matrix (math)",N2,noun,Everyday Essentials
曲線,きょくせん,curve,N2,noun,Everyday Essentials
敬う,うやまう,"to show respect, to honor",N2,verb,Everyday Essentials
櫛,くし,comb,N2,noun,Everyday Essentials
屑,くず,"waste, scrap",N2,noun,Everyday Essentials
句読点,くとうてん,punctuation marks,N2,noun,Everyday Essentials
取り消す,とりけす,to cancel,N2,verb,Everyday Essentials
継続,けいぞく,continuation,N2,noun,Everyday Essentials
警備,けいび,"defense, guard, policing, security",N2,noun,Everyday Essentials
形容詞,けいようし,adjective,N2,noun,Everyday Essentials
取り出す,とりだす,"to take out, to pick out",N2,verb,Everyday Essentials
形容動詞,けいようどうし,"adjectival noun, quasi-adjective",N2,noun,Everyday Essentials
激増,げきぞう,sudden increase,N2,noun,Everyday Essentials
下品,げひん,"vulgar, indecent, coarse",N2,noun,Everyday Essentials
為す,なす,"to accomplish, to do",N2,verb,Everyday Essentials
原始,げんし,"origin, primeval",N2,noun,Everyday Essentials
懸命,けんめい,"eagerness, strenuous",N2,noun,Everyday Essentials
原料,げんりょう,raw materials,N2,noun,Everyday Essentials
撫でる,なでる,"to brush gently, to stroke",N2,verb,Everyday Essentials
孝行,こうこう,filial piety,N2,noun,Everyday Essentials
こうして,こうして,"like this, with this",N2,noun,Everyday Essentials
香水,こうすい,perfume,N2,noun,Everyday Essentials
逃がす,にがす,"to let loose, to set free, to let escape",N2,verb,Everyday Essentials
功績,こうせき,"achievements, merit",N2,noun,Everyday Essentials
耕地,こうち,arable land,N2,noun,Everyday Essentials
コーラス,コーラス,chorus,N2,noun,Everyday Essentials
這う,はう,"to creep, to crawl",N2,verb,Everyday Essentials
御無沙汰,ごぶさた,not writing or contacting for a while,N2,noun,Everyday Essentials
コンクリート,コンクリート,concrete,N2,noun,Everyday Essentials
採点,さいてん,"marking, grading",N2,noun,Everyday Essentials
挟まる,はさまる,"to get between, to be caught in",N2,verb,Everyday Essentials
サイレン,サイレン,siren,N2,noun,Everyday Essentials
逆さ,さかさ,"reverse, upside down",N2,noun,Everyday Essentials
逆様,さかさま,"reverse, upside down",N2,noun,Everyday Essentials
引受る,ひきうける,"to undertake, to take up, to take over",N2,verb,Everyday Essentials
索引,さくいん,"index, indices",N2,noun,Everyday Essentials
差し支え,さしつかえ,"hindrance, impediment",N2,noun,Everyday Essentials
さわやか,さわやか,"fresh, refreshing",N2,noun,Everyday Essentials
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",N2,verb,Everyday Essentials
サンプル,サンプル,sample,N2,noun,Everyday Essentials
シーツ,シーツ,sheet,N2,noun,Everyday Essentials
自衛,じえい,self-defense,N2,noun,Everyday Essentials
響く,ひびく,to resound; to affect,N2,verb,Everyday Essentials
執筆,しっぴつ,writing,N2,noun,Everyday Essentials
実用,じつよう,"practical use, utility",N2,noun,Everyday Essentials
シャッター,シャッター,shutter,N2,noun,Everyday Essentials
塞がる,ふさがる,"to be plugged up, to be shut up",N2,verb,Everyday Essentials
洒落,しゃれ,"joke, pun, witticism",N2,noun,Everyday Essentials
リズム,リズム,rhythm,N2,noun,Everyday Essentials
リットル,リットル,liter,N2,noun,Everyday Essentials
ふざける,ふざける,"to romp, to gambol, to frolic",N2,verb,Everyday Essentials
両側,りょうがわ,both sides,N2,noun,Everyday Essentials
領事,りょうじ,consul,N2,noun,Everyday Essentials
煉瓦,れんが,brick,N2,noun,Everyday Essentials
振舞う,ふるまう,"to behave, to conduct",N2,verb,Everyday Essentials
レンズ,レンズ,lens,N2,noun,Everyday Essentials
ロビー,ロビー,lobby,N2,noun,Everyday Essentials
あくび,あくび,yawn,N2,noun,Everyday Essentials
凹む,へこむ,"to be dented, to be indented",N2,verb,Everyday Essentials
あちらこちら,あちらこちら,here and there,N2,noun,Everyday Essentials
編み物,あみもの,knitting,N2,noun,Everyday Essentials
粗筋,あらすじ,"outline, synopsis",N2,noun,Everyday Essentials
隔てる,へだてる,to be shut out,N2,verb,Everyday Essentials
安易,あんい,easy-going,N2,noun,Everyday Essentials
いきなり,いきなり,all of a sudden,N2,noun,Everyday Essentials
イコール,イコール,equal,N2,noun,Everyday Essentials
放る,ほうる,to let go,N2,verb,Everyday Essentials
インキ,インキ,ink,N2,noun,Everyday Essentials
ウーマン,ウーマン,woman,N2,noun,Everyday Essentials
ウエートレス,ウエートレス,waitress,N2,noun,Everyday Essentials
干す,ほす,"to air, to dry, to drink up",N2,verb,Everyday Essentials
売行き,うれゆき,sales,N2,noun,Everyday Essentials
円周,えんしゅう,circumference,N2,noun,Everyday Essentials
王女,おうじょ,princess,N2,noun,Everyday Essentials
彫る,ほる,"to carve, to chisel",N2,verb,Everyday Essentials
応対,おうたい,"receiving, dealing with",N2,noun,Everyday Essentials
テンポ,テンポ,tempo,N2,noun,Everyday Essentials
問い合わせ,といあわせ,inquiry,N2,noun,Everyday Essentials
またぐ,またぐ,to straddle,N2,verb,Everyday Essentials
銅,どう,copper,N2,noun,Everyday Essentials
登場,とうじょう,entry (on stage),N2,noun,Everyday Essentials
盗難,とうなん,"theft, robbery",N2,noun,Everyday Essentials
真似る,まねる,"to mimic, to imitate",N2,verb,Everyday Essentials
童話,どうわ,fairy tale,N2,noun,Everyday Essentials
ナイロン,ナイロン,nylon,N2,noun,Everyday Essentials
謎謎,なぞなぞ,riddle,N2,noun,Everyday Essentials
見上げる,みあげる,"to look up at, to admire",N2,verb,Everyday Essentials
生意気,なまいき,"impertinent, impudent",N2,noun,Everyday Essentials
ねじ,ねじ,(a) screw,N2,noun,Everyday Essentials
能率,のうりつ,efficiency,N2,noun,Everyday Essentials
見慣れる,みなれる,"to become used to seeing, to be familiar with",N2,verb,Everyday Essentials
のこぎり,のこぎり,saw,N2,noun,Everyday Essentials
バイバイ,バイバイ,bye bye,N2,noun,Everyday Essentials
発売,はつばい,sale,N2,noun,Everyday Essentials
もたれる,もたれる,"to lean against, to lean on",N2,verb,Everyday Essentials
破片,はへん,"fragment, broken piece",N2,noun,Everyday Essentials
バンド,バンド,band,N2,noun,Everyday Essentials
ピストル,ピストル,pistol,N2,noun,Everyday Essentials
やかましい,やかましい,"to be fussy, to be overly critical",N2,verb,Everyday Essentials
筆記,ひっき,"note taking, writing",N2,noun,Everyday Essentials
ビニール,ビニール,vinyl,N2,noun,Everyday Essentials
響き,ひびき,"echo, sound",N2,noun,Everyday Essentials
蘇る,よみがえる,"to be resurrected, to be revived",N2,verb,Everyday Essentials
ひゃっかじてん,ひゃっかじてん,encyclopedia,N2,noun,Everyday Essentials
表紙,ひょうし,"front cover, binding",N2,noun,Everyday Essentials
評論,ひょうろん,"criticism, critique",N2,noun,Everyday Essentials
縮む,ちぢむ,"to shrink, to be contracted",N2,verb,Everyday Essentials
瓶詰,びんづめ,"bottling, bottled",N2,noun,Everyday Essentials
副詞,ふくし,adverb,N2,noun,Everyday Essentials
無沙汰,ぶさた,neglecting to stay in contact,N2,noun,Everyday Essentials
縮れる,ちぢれる,"to be wavy, to be curled",N2,verb,Everyday Essentials
蓋,ふた,"cover, lid, cap",N2,noun,Everyday Essentials
ブラシ,ブラシ,brush,N2,noun,Everyday Essentials
噴火,ふんか,eruption,N2,noun,Everyday Essentials
務める,つとめる,"to serve, to act",N2,verb,Everyday Essentials
噴水,ふんすい,water fountain,N2,noun,Everyday Essentials
閉会,へいかい,closure,N2,noun,Everyday Essentials
ペンチ,ペンチ,pliers (lit: pinchers),N2,noun,Everyday Essentials
潰す,つぶす,"to smash, to waste",N2,verb,Everyday Essentials
坊さん,ぼうさん,"Buddhist priest, monk",N2,noun,Everyday Essentials
坊や,ぼうや,boy,N2,noun,Everyday Essentials
ボーナス,ボーナス,bonus,N2,noun,Everyday Essentials
照る,てる,to shine,N2,verb,Everyday Essentials
募集,ぼしゅう,recruitment,N2,noun,Everyday Essentials
ポスター,ポスター,poster,N2,noun,Everyday Essentials
まあまあ,まあまあ,okay; so-so; decent,N2,noun,Everyday Essentials
未満,みまん,"less than, insufficient",N2,noun,Everyday Essentials
無限,むげん,infinite,N2,noun,Everyday Essentials
迷信,めいしん,superstition,N2,noun,Everyday Essentials
銘々,めいめい,"each, individual",N2,noun,Everyday Essentials
めっきり,めっきり,remarkably,N2,noun,Everyday Essentials
モダン,モダン,modern,N2,noun,Everyday Essentials
やかん,やかん,kettle,N2,noun,Everyday Essentials
役者,やくしゃ,actor,N2,noun,Everyday Essentials
有料,ゆうりょう,"admission-paid, toll",N2,noun,Everyday Essentials
溶岩,ようがん,lava,N2,noun,Everyday Essentials
用途,ようと,"use, usefulness",N2,noun,Everyday Essentials
淡水,たんすい,fresh water,N2,noun,Everyday Essentials
断水,だんすい,water outage,N2,noun,Everyday Essentials
中間,ちゅうかん,"middle, midway, interim",N2,noun,Everyday Essentials
超過,ちょうか,"excess, being more than",N2,noun,Everyday Essentials
頂点,ちょうてん,"top, summit",N2,noun,Everyday Essentials
通用,つうよう,"popular use, circulation",N2,noun,Everyday Essentials
綱,つな,rope,N2,noun,Everyday Essentials
艶,つや,"gloss, glaze",N2,noun,Everyday Essentials
出入り,でいり,"in and out, coming and going",N2,noun,Everyday Essentials
鉄砲,てっぽう,gun,N2,noun,Everyday Essentials
伝染,でんせん,contagion,N2,noun,Everyday Essentials
点々,てんてん,"here and there, little by little",N2,noun,Everyday Essentials
狡い,ずるい,"sly, cunning",N2,i-adjective,Everyday Essentials
騒々しい,そうぞうしい,"noisy, boisterous",N2,i-adjective,Everyday Essentials
仮名遣い,かなづかい,"kana orthography, syllabary spelling",N2,i-adjective,Everyday Essentials
煙い,けむい,smoky,N2,i-adjective,Everyday Essentials
険しい,けわしい,"steep, rugged; severe",N2,i-adjective,Everyday Essentials
騒がしい,さわがしい,noisy,N2,i-adjective,Everyday Essentials
ばからしい,ばからしい,absurd,N2,i-adjective,Everyday Essentials
めまい,めまい,"dizziness, giddiness",N2,i-adjective,Everyday Essentials
面倒臭い,めんどうくさい,"bother to do, tiresome",N2,i-adjective,Everyday Essentials
妥当,だとう,"proper, appropriate",N2,na-adjective,Everyday Essentials
落し物,おとしもの,lost property,N2,na-adjective,Everyday Essentials
特殊,とくしゅ,"special, unique",N2,na-adjective,Everyday Essentials
特売,とくばい,special sale,N2,na-adjective,Everyday Essentials
フリー,フリー,free,N2,na-adjective,Everyday Essentials
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",N2,na-adjective,Everyday Essentials
要旨,ようし,"gist, essentials, summary",N2,na-adjective,Everyday Essentials
要領,ようりょう,"gist, essentials, outline",N2,na-adjective,Everyday Essentials
その他,そのほか,besides,N2,adverb,Everyday Essentials
大して,たいして,"(not so) much, (not) very",N2,adverb,Everyday Essentials
大凡,おおよそ,"about, approximately",N2,adverb,Everyday Essentials
各々,おのおの,"each, every, either",N2,adverb,Everyday Essentials
さっさと,さっさと,quickly,N2,adverb,Everyday Essentials
どっと,どっと,suddenly,N2,adverb,Everyday Essentials
残らず,のこらず,"completely, without exception",N2,adverb,Everyday Essentials
諸～,しょ～,various ~,N2,prefix/suffix,Everyday Essentials
～畳,～じょう,"count for tatami, mat",N2,prefix/suffix,Everyday Essentials
～過ぎる,～すぎる,too much ~,N2,prefix/suffix,Everyday Essentials
第～,だい～,~th,N2,prefix/suffix,Everyday Essentials
～下,～か,under ~,N2,prefix/suffix,Everyday Essentials
～外,～がい,out of ~,N2,prefix/suffix,Everyday Essentials
各～,かく～,"every ~, each ~",N2,prefix/suffix,Everyday Essentials
～巻,～かん,volume,N2,prefix/suffix,Everyday Essentials
～期,～き,"~age, ~period",N2,prefix/suffix,Everyday Essentials
～器,～き,"device, equipment",N2,prefix/suffix,Everyday Essentials
～行,～ぎょう,"line, row",N2,prefix/suffix,Everyday Essentials
～切れ,～きれ,out of ~,N2,prefix/suffix,Everyday Essentials
～形,～けい,shape of ~,N2,prefix/suffix,Everyday Essentials
現～,げん～,"present, incumbent",N2,prefix/suffix,Everyday Essentials
～毎,～ごと,"every ~, each ~",N2,prefix/suffix,Everyday Essentials
〜 (まる) ごと,〜 (まる) ごと,"whole ~, all of ~",N2,prefix/suffix,Everyday Essentials
再～,さい～,re ~,N2,prefix/suffix,Everyday Essentials
最～,さい～,the most ~,N2,prefix/suffix,Everyday Essentials
～産,～さん,made in ~,N2,prefix/suffix,Everyday Essentials
両～,りょう～,both ~,N2,prefix/suffix,Everyday Essentials
我～,わが～,our ~,N2,prefix/suffix,Everyday Essentials
～いち (にほんいち),～いち (にほんいち),No. 1 ~ (in),N2,prefix/suffix,Everyday Essentials
上～,うわ～,upper ~,N2,prefix/suffix,Everyday Essentials
御～,おん～,honorific ~,N2,prefix/suffix,Everyday Essentials
～ところ,～ところ,about to do ~,N2,prefix/suffix,Everyday Essentials
～内,～ない,inside ~,N2,prefix/suffix,Everyday Essentials
副～,ふく～,vice ~,N2,prefix/suffix,Everyday Essentials
～歩,～ほ,"step, pace",N2,prefix/suffix,Everyday Essentials
～ぽい,～ぽい,~ish,N2,prefix/suffix,Everyday Essentials
防～,ぼう～,~ prevention,N2,prefix/suffix,Everyday Essentials
ほんの～,ほんの～,"mere, just",N2,prefix/suffix,Everyday Essentials
毎～,まい～,every ~,N2,prefix/suffix,Everyday Essentials
～みたい,～みたい,looks like ~,N2,prefix/suffix,Everyday Essentials
～向け,～むけ,for ~,N2,prefix/suffix,Everyday Essentials
名～,めい～,famous ~,N2,prefix/suffix,Everyday Essentials
～遣い,～づかい,use of ~,N2,prefix/suffix,Everyday Essentials
～付,～つき,with ~,N2,prefix/suffix,Everyday Essentials
嫌々,いやいや,"reluctantly, by no means, unwillingly",N1,noun,Basic Greetings
うんざり,うんざり,"tedious, boring, being fed up with",N1,noun,Basic Greetings
勘弁,かんべん,"pardon, forgiveness, forbearance",N1,noun,Basic Greetings
許容,きょよう,"permission, pardon",N1,noun,Basic Greetings
イェス,イェス,yes; Jesus,N1,noun,Basic Greetings
まさしく,まさしく,"surely, no doubt, evidently",N1,noun,Basic Greetings
無効,むこう,"invalid, no effect, unavailable",N1,na-adjective,Basic Greetings
さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),"I am sure, certainly, no doubt",N1,adverb,Basic Greetings
てっきり,てっきり,"surely, certainly, beyond doubt",N1,adverb,Basic Greetings
ごらんなさい (かん),ごらんなさい (かん),"look, (please) try to do",N1,expression,Basic Greetings
サンキュー,サンキュー,thank you,N1,expression,Basic Greetings
悪しからず,あしからず,"don't take me wrong, but..., I'm sorry",N1,expression,Basic Greetings
祝賀,しゅくが,"celebration, congratulations",N1,expression,Basic Greetings
つぶる (めを～),つぶる (めを～),to close the eyes,N1,verb,Basic Greetings
もてなす,もてなす,"to entertain, to make welcome",N1,expression,Basic Greetings
心掛け,こころがけ,"readiness, intention, aim",N1,noun,Numbers & Counting
志,こころざし,"will, intention, motive",N1,noun,Numbers & Counting
籠もる,こもる,"to seclude oneself, to be confined in",N1,verb,Numbers & Counting
孤独,こどく,"isolation, loneliness, solitude",N1,noun,Numbers & Counting
採算,さいさん,profit,N1,noun,Numbers & Counting
悟る,さとる,"to attain enlightenment, to understand",N1,verb,Numbers & Counting
座談会,ざだんかい,"symposium, round-table discussion",N1,noun,Numbers & Counting
げっそり,げっそり,"being disheartened, losing weight",N1,noun,Numbers & Counting
サボる,サボる,to cut (skip) classes; to loaf on the job; to idle away one's time,N1,verb,Numbers & Counting
どうにか,どうにか,"in some way or other, one way or another",N1,noun,Numbers & Counting
当人,とうにん,"the one concerned, the said person",N1,noun,Numbers & Counting
蹴飛ばす,けとばす,"to kick away, to kick (someone)",N1,verb,Numbers & Counting
トーン,トーン,tone,N1,noun,Numbers & Counting
途上,とじょう,"en/in route, half way",N1,noun,Numbers & Counting
取り付ける,とりつける,"to furnish, to install; to get someone's agreement",N1,verb,Numbers & Counting
内心,ないしん,"innermost thoughts, real intention, inmost heart",N1,noun,Numbers & Counting
背景,はいけい,"background, scenery, setting",N1,noun,Numbers & Counting
取り巻く,とりまく,"to surround, to circle, to enclose",N1,verb,Numbers & Counting
倍率,ばいりつ,"diameter, magnification",N1,noun,Numbers & Counting
一概に,いちがいに,"unconditionally, necessarily",N1,noun,Numbers & Counting
打ち込む,うちこむ,"to devote oneself to, to shoot into",N1,verb,Numbers & Counting
一同,いちどう,"all present, all concerned, all of us",N1,noun,Numbers & Counting
一部分,いちぶぶん,"a part, a portion",N1,noun,Numbers & Counting
おごる (ゆうしょくを～),おごる (ゆうしょくを～),to give (someone) a treat,N1,verb,Numbers & Counting
一別,いちべつ,parting,N1,noun,Numbers & Counting
一面,いちめん,"one side, the other hand",N1,noun,Numbers & Counting
押し切る,おしきる,to have one's own way,N1,verb,Numbers & Counting
一目,いちもく,"a glance, a look, a glimpse",N1,noun,Numbers & Counting
一様,いちよう,"uniform, similar, equal",N1,noun,Numbers & Counting
脅す,おどす,"to threaten, to menace",N1,verb,Numbers & Counting
一律,いちりつ,"even, uniform, equal",N1,noun,Numbers & Counting
一連,いちれん,"a series, a chain, a ream (of paper)",N1,noun,Numbers & Counting
怯える,おびえる,to become frightened,N1,verb,Numbers & Counting
一括,いっかつ,"all together, batch",N1,noun,Numbers & Counting
一気,いっき,"at one push, in one gulp",N1,noun,Numbers & Counting
脅かす,おびやかす,"to threaten, to coerce",N1,verb,Numbers & Counting
一挙に,いっきょに,"at a stroke, with a single swoop",N1,noun,Numbers & Counting
一見,いっけん,"a look, a glimpse, glance; first meeting",N1,noun,Numbers & Counting
及ぶ,およぶ,"to reach, to extend",N1,verb,Numbers & Counting
一切,いっさい,"without exception, the whole",N1,noun,Numbers & Counting
一心,いっしん,"one mind, with rapt attention",N1,noun,Numbers & Counting
顧みる,かえりみる,"to look back, to turn around, to review",N1,verb,Numbers & Counting
一変,いっぺん,complete change,N1,noun,Numbers & Counting
意図,いと,"intention, aim, design",N1,noun,Numbers & Counting
かく (はじを),かく (はじを),to humiliate oneself,N1,verb,Numbers & Counting
インターフォン,インターフォン,"entry phone, intercom",N1,noun,Numbers & Counting
受持ち,うけもち,"charge (of something), matter in one's charge",N1,noun,Numbers & Counting
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone",N1,verb,Numbers & Counting
うぬぼれ,うぬぼれ,"pretension, conceit, hubris",N1,noun,Numbers & Counting
運送,うんそう,"shipping, freight",N1,noun,Numbers & Counting
興じる,きょうじる,"to amuse oneself, to make merry",N1,verb,Numbers & Counting
おまけ,おまけ,a discount; something additional,N1,noun,Numbers & Counting
おんぶ,おんぶ,carrying on one's back (erg. Baby),N1,noun,Numbers & Counting
称する,しょうする,"to take the name of, to call oneself",N1,verb,Numbers & Counting
外貨,がいか,foreign money,N1,noun,Numbers & Counting
開拓,かいたく,"cultivation, pioneer",N1,noun,Numbers & Counting
澄ます,すます,"to clear, to make clear, to listen for",N1,verb,Numbers & Counting
完ぺき,かんぺき,"perfection, completeness, flawless",N1,noun,Numbers & Counting
聞き取り,ききとり,listening comprehension,N1,noun,Numbers & Counting
清ます,すます,"to clear, to make clear, to listen for",N1,verb,Numbers & Counting
共存,きょうぞん,coexistence,N1,noun,Numbers & Counting
区画,くかく,"division, section, area",N1,noun,Numbers & Counting
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",N1,verb,Numbers & Counting
志向,しこう,"intention, aim",N1,noun,Numbers & Counting
下心,したごころ,"secret intention, motive",N1,noun,Numbers & Counting
付け加える,つけくわえる,to add one thing to another,N1,verb,Numbers & Counting
下地,したじ,"groundwork, foundation",N1,noun,Numbers & Counting
当て字,あてじ,"phonetic-equivalent character, substitute character",N1,noun,Numbers & Counting
突っ突く,つっつく,to prompt someone,N1,verb,Numbers & Counting
暗算,あんざん,mental arithmetic,N1,noun,Numbers & Counting
意向,いこう,"intention, idea, inclination",N1,noun,Numbers & Counting
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",N1,verb,Numbers & Counting
所有,しょゆう,"one's possessions, ownership",N1,noun,Numbers & Counting
心中,しんじゅう,double suicide,N1,noun,Numbers & Counting
徹する,てっする,"to devote oneself, to believe in",N1,verb,Numbers & Counting
数詞,すうし,numeral,N1,noun,Numbers & Counting
全盛,ぜんせい,height of prosperity,N1,noun,Numbers & Counting
割込む,わりこむ,"to cut in, to disturb",N1,verb,Numbers & Counting
占領,せんりょう,"occupation, possession, have a room to oneself",N1,noun,Numbers & Counting
戦力,せんりょく,war potential,N1,noun,Numbers & Counting
耽る,ふける,"to indulge in, to give oneself up to, to be absorbed in",N1,verb,Numbers & Counting
捜索,そうさく,"search (esp. for someone or something missing, investigation)",N1,noun,Numbers & Counting
措置,そち,"measure, step",N1,noun,Numbers & Counting
踏み込む,ふみこむ,"to step into (someone else's territory, to break into, to raid",N1,verb,Numbers & Counting
丈,たけ,"length, height",N1,noun,Numbers & Counting
足し算,たしざん,addition,N1,noun,Numbers & Counting
へりくだる,へりくだる,to deprecate oneself and praise the listener,N1,verb,Numbers & Counting
多数決,たすうけつ,majority rule,N1,noun,Numbers & Counting
建前,たてまえ,position; stance one takes in public; principle,N1,noun,Numbers & Counting
丸める,まるめる,"to make round, to round off, to roll up",N1,verb,Numbers & Counting
単調,たんちょう,"monotony, monotone, dullness",N1,noun,Numbers & Counting
中腹,ちゅうふく,"mountain side, halfway up",N1,noun,Numbers & Counting
見計らう,みはからう,to choose at one's own discretion,N1,verb,Numbers & Counting
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",N1,noun,Numbers & Counting
つぶら,つぶら,"round, rotund",N1,noun,Numbers & Counting
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",N1,verb,Numbers & Counting
停滞,ていたい,"stagnation, tie-up, congestion, retention",N1,noun,Numbers & Counting
和文,わぶん,"Japanese text, sentence in Japanese",N1,noun,Numbers & Counting
阻む,はばむ,"to keep someone from doing, to stop, to oppose",N1,verb,Numbers & Counting
割当,わりあて,"allotment, allocation, quota",N1,noun,Numbers & Counting
我,われ,"me, oneself, self, ego",N1,noun,Numbers & Counting
早める,はやめる,"to hasten, to quicken, to accelerate",N1,verb,Numbers & Counting
若干,じゃっかん,"some, few, number of",N1,noun,Numbers & Counting
三味線,しゃみせん,three-stringed Japanese guitar,N1,noun,Numbers & Counting
反する,はんする,"to be inconsistent with, to oppose, to contradict",N1,verb,Numbers & Counting
集計,しゅうけい,"totalization, aggregate",N1,noun,Numbers & Counting
十字路,じゅうじろ,crossroads,N1,noun,Numbers & Counting
